Game,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,id
Star Trek: Shattered Universe,Simulation,0.03,0.01,0.0,0.0,0.04,3155
Star Trek: The Game,Action,0.07333333333333333,0.07333333333333333,0.0,0.023333333333333334,0.17,3156
Star Wars Battlefront (2015),Shooter,1.6666666666666667,1.6266666666666667,0.08,0.5266666666666667,3.9,3157
Star Wars Episode III: Revenge of the Sith,Action,0.82,0.38,0.0,0.04,1.24,3158
Star Wars Jedi Knight: Jedi Academy,Shooter,0.17,0.065,0.0,0.015,0.245,3159
Star Wars Knights of the Old Republic II: The Sith Lords,Role-Playing,0.5,0.185,0.0,0.030000000000000002,0.7150000000000001,3160
Star Wars Starfighter: Special Edition,Simulation,0.3,0.1,0.0,0.02,0.42,3161
Star Wars The Clone Wars: Lightsaber Duels,Action,1.23,0.3,0.0,0.14,1.68,3162
Star Wars The Clone Wars: Republic Heroes,Action,0.2025,0.17,0.0,0.04750000000000001,0.42750000000000005,3163
Star Wars: Battlefront,Shooter,0.65,0.28500000000000003,0.0,0.045000000000000005,0.975,3164
Star Wars: Battlefront II,Shooter,0.62,0.26,0.0,0.045,0.9249999999999999,3165
Star Wars: Clone Wars,Shooter,0.1,0.03,0.0,0.0,0.13,3166
Star Wars: Empire at War,Strategy,0.01,0.06,0.0,0.02,0.09,3167
Star Wars: Empire at War - Forces of Corruption,Strategy,0.0,0.02,0.0,0.0,0.02,3168
Star Wars: Empire at War - Gold Pack,Strategy,0.01,0.06,0.0,0.01,0.09,3169
Star Wars: Jedi Starfighter,Simulation,0.35,0.07,0.0,0.02,0.44,3170
Star Wars: Knights of the Old Republic,Role-Playing,0.845,0.27,0.0,0.05,1.165,3171
Star Wars: Obi-Wan,Action,0.52,0.16,0.0,0.02,0.7,3172
Star Wars: Republic Commando,Shooter,0.24,0.10500000000000001,0.0,0.015,0.36000000000000004,3173
Star Wars: The Clone Wars & Tetris Worlds,Misc,0.14,0.04,0.0,0.01,0.19,3174
Star Wars: The Force Unleashed,Action,1.2966666666666666,0.7566666666666667,0.0,0.2733333333333334,2.33,3175
Star Wars: The Force Unleashed II,Action,0.58,0.28,0.0,0.09999999999999999,0.9625,3176
Star Wars: The Old Republic,Role-Playing,1.58,1.01,0.0,0.38,2.97,3177
StarCraft II: Heart of the Swarm,Strategy,0.82,0.65,0.0,0.19,1.67,3178
StarCraft II: Legacy of the Void,Strategy,0.18,0.29,0.0,0.04,0.51,3179
StarCraft II: Wings of Liberty,Strategy,2.56,1.68,0.0,0.59,4.83,3180
Starhawk,Action,0.18,0.05,0.03,0.03,0.29,3181
Starship Troopers,Shooter,0.0,0.02,0.0,0.0,0.02,3182
Starsky & Hutch,Racing,0.17,0.05,0.0,0.01,0.23,3183
Start the Party!,Misc,0.07,0.42,0.0,0.14,0.64,3184
Start the Party! Save the World,Misc,0.0,0.09,0.0,0.03,0.11,3185
State of Decay,Strategy,0.14,0.05,0.0,0.02,0.2,3186
State of Emergency,Action,0.13,0.04,0.0,0.01,0.17,3187
Steel Battalion,Simulation,0.05,0.02,0.02,0.0,0.1,3188
Steel Battalion: Heavy Armor,Misc,0.08,0.03,0.02,0.01,0.13,3189
Steel Battalion: Line of Contact,Simulation,0.02,0.01,0.0,0.0,0.02,3190
Steins;Gate,Adventure,0.005,0.02,0.04,0.005,0.07,3191
Steins;Gate 0,Adventure,0.0,0.0,0.04,0.0,0.04,3192
Steins;Gate: Hiyoku Renri no Darling,Adventure,0.0,0.0,0.05,0.0,0.05,3193
Steins;Gate: Senkei Kousoku no Phonogram,Adventure,0.0,0.0,0.04,0.0,0.04,3194
Stellaris,Strategy,0.0,0.03,0.0,0.0,0.03,3195
Still Life,Adventure,0.05,0.02,0.0,0.0,0.07,3196
Still Life 2,Adventure,0.0,0.01,0.0,0.0,0.02,3197
StokEd,Sports,0.18,0.01,0.0,0.01,0.21,3198
Stoked: Big Air Edition,Sports,0.02,0.02,0.0,0.0,0.04,3199
Stormrise,Strategy,0.08,0.023333333333333334,0.0,0.01,0.11333333333333334,3200
Story Hour: Adventures,Adventure,0.03,0.0,0.0,0.0,0.03,3201
Story Hour: Fairy Tales,Adventure,0.04,0.0,0.0,0.0,0.04,3202
Storybook Workshop,Misc,0.07,0.0,0.0,0.01,0.08,3203
Stranglehold,Shooter,0.32,0.18,0.005,0.06,0.5599999999999999,3204
Street Fighter Anniversary Collection,Fighting,0.11,0.03,0.0,0.01,0.15,3205
Street Fighter IV,Fighting,1.92,0.885,0.365,0.395,3.5700000000000003,3206
Street Fighter V,Fighting,0.175,0.155,0.04,0.065,0.435,3207
Street Fighter X Tekken,Fighting,0.24333333333333332,0.11333333333333334,0.043333333333333335,0.043333333333333335,0.44333333333333336,3208
Street Hoops,Sports,0.21,0.06,0.0,0.01,0.28,3209
Strider (2014),Platform,0.0,0.0,0.01,0.0,0.01,3210
Strike Force Bowling,Sports,0.03,0.01,0.0,0.0,0.04,3211
Strike Witches: Shirogane no Tsubasa,Strategy,0.0,0.0,0.02,0.0,0.02,3212
Stronghold,Strategy,0.0,0.09,0.0,0.02,0.11,3213
Stronghold 2 Deluxe,Strategy,0.0,0.02,0.0,0.0,0.02,3214
Stronghold 3,Strategy,0.06,0.1,0.0,0.0,0.16,3215
Stronghold Crusader Extreme,Strategy,0.0,0.02,0.0,0.0,0.02,3216
Stronghold Kingdoms,Strategy,0.0,0.1,0.0,0.02,0.11,3217
Stronghold Legends,Strategy,0.0,0.01,0.0,0.0,0.02,3218
Stubbs the Zombie in Rebel Without a Pulse,Action,0.08,0.02,0.0,0.0,0.11,3219
Stuntman: Ignition,Racing,0.21000000000000002,0.29000000000000004,0.0,0.085,0.585,3220
Sudeki,Role-Playing,0.14,0.04,0.0,0.01,0.19,3221
Sudoku Ball Detective,Puzzle,0.02,0.01,0.0,0.0,0.04,3222
Summer Athletics,Sports,0.0,0.01,0.0,0.0,0.01,3223
Summer Athletics 2009,Sports,0.0,0.04,0.0,0.0,0.04,3224
Summer Athletics: The Ultimate Challenge,Sports,0.02,0.01,0.0,0.0,0.03,3225
Summer Athletics: The Ultimate Challenge (Others sales),Sports,0.0,0.2,0.0,0.01,0.22,3226
Summer Athletics: The Ultimate Challenge (US sales),Sports,0.23,0.04,0.0,0.0,0.27,3227
Summer Challenge: Athletics Tournament,Sports,0.0,0.02,0.0,0.005,0.03,3228
Summer Sports 2: Island Sports Party,Sports,0.24,0.0,0.0,0.02,0.27,3229
Summer Sports: Paradise Island,Sports,0.49,0.02,0.0,0.04,0.55,3230
Summer Sports: Paradise Island (Others sales),Sports,0.0,0.66,0.0,0.01,0.67,3231
Summon Night 6: Lost Borders,Action,0.0,0.0,0.03,0.0,0.03,3232
Sunset Overdrive,Shooter,0.62,0.4,0.0,0.08,1.11,3233
Super Bubble Pop,Puzzle,0.01,0.0,0.0,0.0,0.01,3234
Super Fruit Fall,Puzzle,0.01,0.0,0.0,0.0,0.02,3235
Super Hero Generation,Role-Playing,0.0,0.0,0.03,0.0,0.03,3236
Super Heroine Chronicle,Role-Playing,0.0,0.0,0.03,0.0,0.03,3237
Super Mario 3D World,Platform,2.11,1.11,0.72,0.3,4.25,3238
Super Mario All-Stars: Limited Edition,Platform,1.02,0.52,0.92,0.14,2.6,3239
Super Mario Galaxy,Platform,6.16,3.4,1.2,0.76,11.52,3240
Super Mario Galaxy 2,Platform,3.66,2.42,0.98,0.64,7.69,3241
Super Mario Maker,Platform,1.18,0.87,0.93,0.2,3.18,3242
Super Meat Boy: Ultra Edition!,Platform,0.0,0.02,0.0,0.01,0.03,3243
Super Monkey Ball Deluxe,Misc,0.11,0.03,0.0,0.01,0.15,3244
Super Monkey Ball: Banana Blitz,Misc,1.07,0.92,0.04,0.24,2.27,3245
Super Monkey Ball: Step & Roll,Action,0.17,0.2,0.0,0.04,0.4,3246
Super Paper Mario,Platform,1.98,0.88,0.59,0.32,3.76,3247
Super PickUps,Racing,0.01,0.0,0.0,0.0,0.01,3248
Super Robot Taisen Neo,Strategy,0.0,0.0,0.05,0.0,0.05,3249
Super Robot Taisen OG Infinite Battle,Fighting,0.0,0.0,0.04,0.0,0.04,3250
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Strategy,0.0,0.0,0.07,0.0,0.07,3251
Super Robot Taisen XO,Strategy,0.0,0.0,0.01,0.0,0.01,3252
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,Strategy,0.0,0.0,0.06,0.0,0.06,3253
Super Robot Wars OG: The Moon Dwellers,Misc,0.0,0.0,0.075,0.0,0.075,3254
Super Sentai Battle: Ranger Cross,Action,0.0,0.0,0.08,0.0,0.08,3255
Super Smash Bros. Brawl,Fighting,6.75,2.61,2.66,1.02,13.04,3256
Super Smash Bros. for Wii U and 3DS,Fighting,2.59,1.06,0.8,0.57,5.02,3257
Super Swing Golf,Sports,0.14,0.01,0.07,0.01,0.23,3258
Super Swing Golf Season 2,Sports,0.08,0.0,0.03,0.01,0.11,3259
SuperCar Challenge,Racing,0.0,0.03,0.0,0.01,0.04,3260
Superman Returns,Action,0.23,0.02,0.0,0.02,0.27,3261
Superman: The Man of Steel,Action,0.1,0.03,0.0,0.0,0.13,3262
Superstars V8 Racing,Racing,0.0,0.015,0.0,0.005,0.025,3263
Supremacy MMA,Fighting,0.055,0.035,0.0,0.015,0.10500000000000001,3264
Supreme Commander,Strategy,0.035,0.025,0.0,0.01,0.07,3265
Supreme Commander 2,Strategy,0.115,0.125,0.0,0.035,0.27,3266
Supreme Commander: Forged Alliance,Strategy,0.01,0.02,0.0,0.01,0.04,3267
Supreme Ruler: Cold War,Strategy,0.0,0.03,0.0,0.01,0.03,3268
Surf's Up,Sports,0.09000000000000001,0.0,0.0,0.006666666666666667,0.10333333333333333,3269
Survivor,Adventure,0.01,0.0,0.0,0.0,0.01,3270
Sushi Go-Round,Simulation,0.05,0.0,0.0,0.0,0.05,3271
Suzumiya Haruhi no Gekidou,Adventure,0.0,0.0,0.07,0.0,0.07,3272
Suzumiya Haruhi no Heiretsu,Adventure,0.0,0.0,0.02,0.0,0.02,3273
Suzumiya Haruhi no Tsuisou,Adventure,0.0,0.0,0.03,0.0,0.03,3274
Sword Art Online: Game Director's Edition,Role-Playing,0.0,0.0,0.05,0.0,0.05,3275
Sword Art Online: Hollow Fragment,Role-Playing,0.0,0.1,0.0,0.02,0.12,3276
Sword Art Online: Lost Song,Role-Playing,0.045,0.05,0.05,0.02,0.165,3277
Syberia,Action,0.04,0.02,0.0,0.0,0.065,3278
Syberia II,Adventure,0.01,0.01,0.0,0.0,0.025,3279
Syndicate,Shooter,0.085,0.06,0.0,0.02,0.16499999999999998,3280
System 3 presents Ferrari Challenge Trofeo Pirelli,Racing,0.07,0.4,0.0,0.07,0.54,3281
Sébastien Loeb Rally Evo,Racing,0.0,0.025,0.0,0.005,0.025,3282
TMNT,Action,0.405,0.035,0.0,0.035,0.47500000000000003,3283
TMNT: Mutant Melee,Fighting,0.01,0.0,0.0,0.0,0.02,3284
TNA iMPACT!,Fighting,0.20666666666666667,0.09333333333333334,0.0,0.03666666666666667,0.34,3285
TOCA Race Driver 2,Racing,0.03,0.01,0.0,0.0,0.04,3286
TOCA Race Driver 2: Ultimate Racing Simulator,Racing,0.09,0.03,0.0,0.0,0.13,3287
TOCA Race Driver 3,Racing,0.015,0.015,0.0,0.0,0.025,3288
TRINITY: Souls of Zill O'll,Role-Playing,0.06,0.03,0.03,0.02,0.14,3289
TRON: Evolution,Action,0.19000000000000003,0.05000000000000001,0.0,0.023333333333333334,0.27,3290
TRON: Evolution - Battle Grids,Racing,0.18,0.03,0.0,0.02,0.23,3291
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,Action,0.0,0.0,0.02,0.0,0.02,3292
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,Action,0.0,0.0,0.02,0.0,0.02,3293
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,Action,0.0,0.0,0.02,0.0,0.02,3294
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,Action,0.0,0.0,0.02,0.0,0.02,3295
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,Action,0.0,0.0,0.02,0.0,0.02,3296
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,Adventure,0.0,0.0,0.02,0.0,0.02,3297
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,Misc,0.0,0.0,0.02,0.0,0.02,3298
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,Misc,0.0,0.0,0.02,0.0,0.02,3299
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,Misc,0.0,0.0,0.02,0.0,0.02,3300
TV Show King Party,Puzzle,0.18,0.41,0.0,0.08,0.67,3301
TV Superstars,Misc,0.07,0.13,0.0,0.05,0.25,3302
TV Total Events,Misc,0.0,0.02,0.0,0.0,0.03,3303
Taiko Drum Master: Tokumori!,Misc,0.0,0.0,0.11,0.0,0.11,3304
Taiko no Tatsujin Wii,Misc,0.0,0.0,0.67,0.0,0.67,3305
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Misc,0.0,0.0,0.4,0.0,0.4,3306
Taiko no Tatsujin Wii: Ketteiban,Misc,0.0,0.0,0.39,0.0,0.39,3307
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Misc,0.0,0.0,0.3,0.0,0.3,3308
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,Misc,0.0,0.0,0.06,0.0,0.06,3309
Taiko no Tatsujin: Wii U Version!,Misc,0.0,0.0,0.19,0.0,0.19,3310
Taito Legends,Misc,0.04,0.01,0.0,0.0,0.05,3311
Tak 2: The Staff of Dreams,Platform,0.1,0.03,0.0,0.0,0.13,3312
Tak and the Guardians of Gross,Action,0.15,0.0,0.0,0.01,0.16,3313
Tak: The Great Juju Challenge,Platform,0.05,0.02,0.0,0.0,0.07,3314
Take On Helicopters,Simulation,0.0,0.02,0.0,0.01,0.03,3315
Tale of a Hero,Adventure,0.0,0.02,0.0,0.01,0.02,3316
Tales of Berseria,Role-Playing,0.0,0.0,0.165,0.0,0.165,3317
Tales of Graces,Role-Playing,0.0,0.0,0.22,0.0,0.22,3318
Tales of Graces f,Role-Playing,0.28,0.21,0.45,0.08,1.02,3319
Tales of Symphonia,Role-Playing,0.21,0.13,0.13,0.06,0.54,3320
Tales of Symphonia: Dawn of the New World,Role-Playing,0.22,0.05,0.24,0.03,0.54,3321
Tales of Vesperia,Role-Playing,0.16,0.09,0.32,0.025,0.6,3322
Tales of Xillia,Role-Playing,0.29,0.19,0.67,0.09,1.24,3323
Tales of Xillia 2,Role-Playing,0.2,0.15,0.45,0.07,0.87,3324
Tales of Zestiria,Role-Playing,0.10500000000000001,0.12,0.22,0.045,0.485,3325
Tamagotchi Party On!,Misc,0.12,0.0,0.06,0.01,0.19,3326
Tank! Tank! Tank!,Action,0.02,0.01,0.05,0.0,0.07,3327
Tao Feng: Fist of the Lotus,Fighting,0.21,0.06,0.0,0.01,0.27,3328
Target: Terror,Shooter,0.06,0.0,0.0,0.01,0.07,3329
Tatsunoko vs. Capcom: Cross Generation of Heroes,Fighting,0.0,0.0,0.1,0.0,0.1,3330
Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,0.32,0.16,0.03,0.05,0.55,3331
Taz Wanted,Platform,0.05,0.02,0.0,0.0,0.07,3332
Team Elimination Games,Misc,0.08,0.0,0.0,0.01,0.09,3333
Tearaway Unfolded,Platform,0.09,0.12,0.0,0.04,0.25,3334
Tears to Tiara Anecdotes: The Secret of Avalon,Strategy,0.0,0.0,0.04,0.0,0.04,3335
Tears to Tiara II: Heir of the Overlord,Role-Playing,0.07,0.02,0.06,0.01,0.15,3336
Tears to Tiara: Garland of the Earth,Strategy,0.0,0.0,0.08,0.0,0.08,3337
Tecmo Classic Arcade,Misc,0.05,0.01,0.0,0.0,0.06,3338
Teenage Mutant Ninja Turtles,Action,0.11,0.034999999999999996,0.0,0.005,0.155,3339
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,0.1,0.03,0.0,0.0,0.13,3340
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,0.03,0.01,0.0,0.0,0.04,3341
Teenage Mutant Ninja Turtles: Danger of the Ooze,Adventure,0.11,0.1,0.0,0.035,0.245,3342
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,0.02,0.02,0.0,0.005,0.045000000000000005,3343
Teenage Mutant Ninja Turtles: Smash-Up,Fighting,0.33,0.0,0.0,0.03,0.36,3344
Tekken 6,Fighting,0.955,0.7,0.11000000000000001,0.28,2.045,3345
Tekken Tag Tournament 2,Fighting,0.18666666666666668,0.17333333333333334,0.05000000000000001,0.060000000000000005,0.47333333333333333,3346
Ten Pin Alley 2,Sports,0.02,0.0,0.0,0.0,0.02,3347
Tenchu Z,Action,0.27,0.02,0.02,0.03,0.34,3348
Tenchu: Return From Darkness,Action,0.16,0.05,0.0,0.01,0.21,3349
Tenchu: Shadow Assassins,Action,0.16,0.01,0.03,0.02,0.22,3350
Tennis Masters Series 2003,Sports,0.03,0.01,0.0,0.0,0.04,3351
Terminator 3: Rise of the Machines,Action,0.11,0.03,0.0,0.01,0.14,3352
Terminator 3: The Redemption,Shooter,0.05,0.01,0.0,0.0,0.06,3353
Terminator Salvation,Shooter,0.13,0.235,0.005,0.075,0.445,3354
Terraria,Action,0.06999999999999999,0.13500000000000004,0.016666666666666666,0.02666666666666667,0.24833333333333332,3355
Test Drive,Racing,0.35,0.05,0.0,0.02,0.42,3356
Test Drive Off-Road Wide Open,Racing,0.15,0.03,0.0,0.01,0.18,3357
Test Drive Unlimited,Racing,0.115,0.03,0.01,0.015,0.17,3358
Test Drive: Eve of Destruction,Racing,0.07,0.02,0.0,0.0,0.09,3359
Test Drive: Ferrari Legends,Racing,0.04,0.0,0.0,0.0,0.045,3360
Tetris Evolution,Puzzle,0.08,0.02,0.0,0.01,0.11,3361
Tetris Party Deluxe,Puzzle,0.34,0.17,0.02,0.05,0.58,3362
Tetris Worlds (Online Edition),Puzzle,0.15,0.04,0.0,0.01,0.2,3363
The $1 Pyramid,Misc,0.08,0.0,0.0,0.01,0.09,3364
The Adventures of Tintin: The Game,Action,0.08666666666666667,0.15666666666666668,0.0,0.04,0.2866666666666667,3365
The Amazing Race,Misc,0.13,0.0,0.0,0.01,0.14,3366
The Amazing Spider-Man (Console Version),Action,0.225,0.17500000000000002,0.0,0.05500000000000001,0.4575,3367
The Amazing Spider-Man 2 (2014),Action,0.085,0.10833333333333335,0.006666666666666667,0.03,0.23,3368
The Ant Bully,Platform,0.08,0.0,0.0,0.01,0.09,3369
The Awakened Fate Ultimatum,Role-Playing,0.0,0.0,0.02,0.0,0.02,3370
The BIGS,Sports,0.22333333333333336,0.02666666666666667,0.0,0.013333333333333334,0.26666666666666666,3371
The BIGS 2,Sports,0.19000000000000003,0.006666666666666667,0.0,0.016666666666666666,0.21,3372
The Bachelor: The Videogame,Misc,0.1,0.0,0.0,0.01,0.11,3373
The Bard's Tale,Role-Playing,0.08,0.02,0.0,0.0,0.1,3374
The Beatles: Rock Band,Misc,0.9433333333333334,0.31,0.0,0.14,1.3933333333333333,3375
The Bible Game,Misc,0.03,0.01,0.0,0.0,0.05,3376
The Biggest Loser,Sports,0.87,0.12,0.0,0.09,1.08,3377
The Biggest Loser: Challenge,Sports,0.49,0.13,0.0,0.05,0.67,3378
The Biggest Loser: Ultimate Workout,Sports,0.73,0.1,0.0,0.06,0.9,3379
The Binding of Isaac,Action,0.0,0.03,0.0,0.0,0.03,3380
The Black Eyed Peas Experience,Misc,0.29500000000000004,0.15000000000000002,0.0,0.045,0.49,3381
The Book of Unwritten Tales,Adventure,0.0,0.08,0.0,0.02,0.11,3382
The Book of Unwritten Tales 2,Adventure,0.0,0.034999999999999996,0.0,0.005,0.04,3383
The Book of Unwritten Tales: The Critter Chronicles,Action,0.0,0.05,0.0,0.01,0.06,3384
The Bureau: XCOM Declassified,Shooter,0.06,0.11,0.0,0.02666666666666667,0.19333333333333336,3385
The Cages: Pro Style Batting Practice,Sports,0.01,0.0,0.0,0.0,0.01,3386
The Chronicles of Narnia: Prince Caspian,Action,0.20333333333333334,0.016666666666666666,0.0,0.02,0.2366666666666667,3387
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,0.15,0.04,0.0,0.01,0.2,3388
The Chronicles of Riddick: Assault on Dark Athena,Shooter,0.09333333333333334,0.07,0.0,0.023333333333333334,0.18333333333333335,3389
The Club,Shooter,0.14500000000000002,0.085,0.0,0.025,0.25,3390
The Conduit,Shooter,0.29,0.23,0.0,0.06,0.58,3391
The Crew,Racing,0.16000000000000003,0.4375,0.0075,0.085,0.6875,3392
The Crew: Wild Run,Action,0.0,0.04,0.0,0.0033333333333333335,0.043333333333333335,3393
The Croods: Prehistoric Party!,Misc,0.02,0.04,0.0,0.005,0.07,3394
The Cube,Action,0.0,0.04,0.0,0.0,0.04,3395
The Cursed Crusade,Action,0.05000000000000001,0.05000000000000001,0.0033333333333333335,0.016666666666666666,0.12,3396
The Da Vinci Code,Action,0.03,0.01,0.0,0.0,0.04,3397
The Dark Hills of Cherai,Puzzle,0.0,0.01,0.0,0.0,0.02,3398
The Darkness,Shooter,0.28,0.19,0.005,0.085,0.555,3399
The Darkness II,Shooter,0.16,0.09666666666666668,0.0,0.03,0.2866666666666667,3400
The Destiny of Zorro,Action,0.1,0.0,0.0,0.01,0.1,3401
The Dog Island,Adventure,0.35,0.01,0.0,0.03,0.39,3402
The Dukes of Hazzard: Return of the General Lee,Racing,0.06,0.02,0.0,0.0,0.08,3403
The Elder Scrolls III: Morrowind,Role-Playing,2.09,0.63,0.03,0.11,2.86,3404
The Elder Scrolls IV: Oblivion,Role-Playing,1.5066666666666666,0.7066666666666667,0.09000000000000001,0.29000000000000004,2.59,3405
The Elder Scrolls Online,Role-Playing,0.5833333333333334,0.5466666666666667,0.0,0.16333333333333333,1.2966666666666666,3406
The Elder Scrolls V: Skyrim,Role-Playing,2.91,2.5533333333333332,0.11666666666666665,0.8466666666666667,6.426666666666666,3407
The Evil Within,Action,0.30000000000000004,0.368,0.048,0.11200000000000002,0.8300000000000001,3408
The Eye of Judgment,Misc,0.28,0.0,0.02,0.03,0.34,3409
The Fairly Odd Parents: Breakin Da Rules,Platform,0.08,0.02,0.0,0.0,0.11,3410
The Fight: Lights Out,Fighting,0.29,0.22,0.0,0.09,0.6,3411
The First Templar,Action,0.06,0.025,0.0,0.01,0.095,3412
The God of War Trilogy,Action,0.0,0.07,0.03,0.02,0.12,3413
The Godfather (JP sales),Action,0.0,0.0,0.01,0.0,0.01,3414
The Godfather (US & Others sales),Action,0.2,0.02,0.0,0.02,0.24,3415
The Godfather (US sales),Action,0.33,0.1,0.0,0.02,0.44,3416
The Godfather (old US sales),Action,0.42,0.11,0.0,0.02,0.55,3417
The Godfather II,Action,0.43999999999999995,0.22999999999999998,0.01,0.095,0.77,3418
The Godfather: Blackhand Edition,Adventure,0.14,0.0,0.0,0.01,0.16,3419
The Godfather: Dons Edition,Action,0.25,0.02,0.0,0.03,0.29,3420
The Golden Compass,Action,0.22,0.11,0.0,0.045,0.375,3421
The Golf Club,Sports,0.035,0.01,0.0,0.005,0.055,3422
The Great Escape,Action,0.05,0.01,0.0,0.0,0.06,3423
The Great Mystery Hidden Object Package 5,Adventure,0.0,0.03,0.0,0.0,0.03,3424
The Grim Adventures of Billy & Mandy,Action,0.04,0.0,0.0,0.0,0.05,3425
The Guided Fate Paradox,Role-Playing,0.0,0.0,0.06,0.0,0.07,3426
The Gunstringer,Shooter,0.26,0.11,0.0,0.04,0.41,3427
The Guy Game,Misc,0.05,0.02,0.0,0.0,0.07,3428
The Hardy Boys: The Hidden Theft,Adventure,0.07,0.03,0.0,0.01,0.11,3429
The Haunted: Hell's Reach,Shooter,0.02,0.0,0.0,0.0,0.02,3430
The Heavy Rain and Beyond: Two Souls Collection,Action,0.0,0.16,0.0,0.03,0.19,3431
The History Channel: Battle for the Pacific,Shooter,0.07333333333333335,0.0,0.0,0.006666666666666667,0.08,3432
The History Channel: Civil War - A Nation Divided,Shooter,0.13,0.0,0.0,0.01,0.14,3433
The History Channel: Civil War - Secret Missions,Shooter,0.09,0.0,0.0,0.01,0.1,3434
The History Channel: Great Battles - Medieval,Strategy,0.08,0.04,0.0,0.01,0.13,3435
The Hobbit,Platform,0.18,0.05,0.0,0.01,0.24,3436
The House of The Dead III,Shooter,0.29,0.08,0.0,0.01,0.39,3437
The House of the Dead 2 & 3 Return,Shooter,0.78,0.5,0.03,0.15,1.47,3438
The House of the Dead: Overkill,Shooter,0.46,0.31,0.02,0.09,0.87,3439
The House of the Dead: Overkill - Extended Cut,Shooter,0.15,0.17,0.0,0.06,0.38,3440
The Hustle: Detroit Streets,Sports,0.01,0.0,0.0,0.0,0.02,3441
The ICO & Shadow of the Colossus Collection,Adventure,0.67,0.37,0.13,0.17,1.35,3442
The IdolM@ster: Gravure For You! Vol. 6,Action,0.0,0.0,0.03,0.0,0.03,3443
The IdolM@ster: One for All,Misc,0.0,0.0,0.13,0.0,0.13,3444
The Idolm@ster,Simulation,0.0,0.0,0.08,0.0,0.08,3445
The Idolm@ster 2,Misc,0.0,0.0,0.16,0.0,0.16,3446
The Idolm@ster: Live for You!,Misc,0.0,0.0,0.07,0.0,0.07,3447
The Idolmaster 2,Simulation,0.0,0.0,0.05,0.0,0.05,3448
The Idolmaster: Gravure For You! Vol. 2,Misc,0.0,0.0,0.05,0.0,0.05,3449
The Idolmaster: Gravure For You! Vol. 3,Misc,0.0,0.0,0.08,0.0,0.08,3450
The Idolmaster: Gravure For You! Vol. 4,Misc,0.0,0.0,0.03,0.0,0.03,3451
The Idolmaster: Gravure For You! Vol. 5,Misc,0.0,0.0,0.03,0.0,0.03,3452
The Idolmaster: Gravure For You! Vol.7,Action,0.0,0.0,0.02,0.0,0.02,3453
The Idolmaster: Gravure For You! Vol.8,Action,0.0,0.0,0.02,0.0,0.02,3454
The Idolmaster: Gravure For You! Vol.9,Action,0.0,0.0,0.02,0.0,0.02,3455
The Idolmaster: Platinum Stars,Simulation,0.0,0.0,0.09,0.0,0.09,3456
The Incredible Hulk,Action,0.24,0.023333333333333334,0.0,0.023333333333333334,0.2833333333333334,3457
The Incredible Hulk: Ultimate Destruction,Action,0.17,0.05,0.0,0.01,0.23,3458
The Incredibles: Rise of the Underminer,Action,0.034999999999999996,0.01,0.0,0.0,0.055,3459
The Inner World,Adventure,0.0,0.03,0.0,0.0,0.03,3460
The Island of Dr. Frankenstein,Adventure,0.03,0.0,0.0,0.0,0.03,3461
The Italian Job,Racing,0.06,0.02,0.0,0.0,0.08,3462
The Jak and Daxter Collection,Platform,0.6,0.19,0.0,0.1,0.89,3463
The King of Fighters 02/03,Fighting,0.02,0.01,0.0,0.0,0.03,3464
The King of Fighters Collection: The Orochi Saga,Fighting,0.11,0.0,0.0,0.01,0.12,3465
The King of Fighters NeoWave,Fighting,0.02,0.0,0.0,0.0,0.02,3466
The King of Fighters XII,Fighting,0.1,0.005,0.02,0.01,0.135,3467
The King of Fighters XIII,Fighting,0.2,0.07,0.025,0.03,0.32,3468
The King of Fighters XIV,Fighting,0.04,0.01,0.03,0.01,0.09,3469
The Kore Gang,Platform,0.04,0.0,0.0,0.0,0.04,3470
The LEGO Movie Videogame,Action,0.3283333333333333,0.285,0.01,0.08499999999999998,0.705,3471
The Last Airbender,Action,0.12,0.07,0.0,0.02,0.21,3472
The Last Guy,Action,0.0,0.0,0.03,0.0,0.03,3473
The Last Remnant,Role-Playing,0.125,0.10500000000000001,0.09,0.03,0.35,3474
